Data e Hora;Saturação de água no óleo - % (Monitor de Umidade MO - Transformador);Saturação de água no óleo convertida para temperatura de referência - % (Monitor de Umidade MO - Transformador);Teor de água no óleo - ppm (Monitor de Umidade MO - Transformador);Temperatura do óleo no sensor de umidade - ºC (Monitor de Umidade MO - Transformador);Tendência de evolução do teor de água no óleo - ppm/dia (Monitor de Umidade MO - Transformador)
26/04/2022 21:23:12;4,7;6,4;4,4;33,4;0
26/04/2022 21:38:06;4,7;6,4;4,4;33,2;0,1
26/04/2022 21:53:08;4,7;6,3;4,3;32,8;0,1
26/04/2022 22:08:11;4,7;6,3;4,3;32,6;0,1
26/04/2022 22:23:21;4,9;6,4;4,4;32,2;0,1
26/04/2022 22:38:11;4,9;6,3;4,3;32;0
26/04/2022 22:53:09;4,9;6,3;4,3;31,7;0
26/04/2022 23:08:08;4,9;6,1;4,2;31,3;0
26/04/2022 23:23:10;4,9;6,1;4,2;31;0
26/04/2022 23:38:06;4,8;5,9;4;30,6;0
26/04/2022 23:53:06;5;6,1;4,2;30,4;0
27/04/2022 00:08:11;5;6;4,1;30,1;0
27/04/2022 00:23:07;5;6;4,1;29,9;0
27/04/2022 00:38:12;5;5,9;4;29,6;0
27/04/2022 00:53:07;5;5,9;4;29,5;0
27/04/2022 01:08:07;5;5,7;3,9;28,5;0
27/04/2022 01:23:04;5;5,6;3,8;28,3;0
27/04/2022 01:38:05;5;5,6;3,8;28,3;0
27/04/2022 01:53:06;5,2;5,7;3,9;27,8;0
27/04/2022 02:08:10;5,1;5,4;3,7;27,3;0
27/04/2022 02:23:06;5,1;5,4;3,7;27,1;0
27/04/2022 02:38:11;5,1;5,4;3,7;26,8;0
27/04/2022 02:53:08;5,1;5,3;3,6;26,6;0
27/04/2022 03:08:06;5,1;5,3;3,6;26,5;0
27/04/2022 03:23:04;5,1;5,3;3,6;26,4;0
27/04/2022 03:38:05;5,1;5,3;3,6;26,3;0
27/04/2022 03:53:04;5,1;5,3;3,6;26,2;0
27/04/2022 04:08:02;5,1;5,1;3,5;25,4;0
27/04/2022 04:23:04;5,1;5,1;3,5;25,5;0
27/04/2022 04:37:59;5,1;5,1;3,5;25,4;0
27/04/2022 04:53:05;5,1;5;3,4;25,2;0
27/04/2022 05:08:00;5,1;5;3,4;25,2;0
27/04/2022 05:23:01;5,1;5,1;3,5;25,6;0
27/04/2022 05:38:03;5;5;3,4;25,6;0
27/04/2022 05:53:04;5;5;3,4;25,4;0
27/04/2022 06:08:04;5,1;5;3,4;25;0
27/04/2022 06:23:07;5;5;3,4;25,4;0
27/04/2022 06:38:05;5;5;3,4;25,3;0
27/04/2022 06:53:08;5;5;3,4;25,1;0
27/04/2022 07:08:21;5;5;3,4;25,4;0
27/04/2022 07:23:00;5;4,8;3,3;25;0
27/04/2022 07:38:32;5;5;3,4;25,3;0
27/04/2022 07:53:34;4,8;4,8;3,3;25,9;0
27/04/2022 08:08:00;4,8;5;3,4;26,2;0
27/04/2022 08:23:02;4,8;5;3,4;26,5;0
27/04/2022 08:38:00;4,7;5;3,4;27;0
27/04/2022 08:53:05;4,7;5;3,4;27,3;0
27/04/2022 09:08:06;4,7;5;3,4;27,3;0
27/04/2022 09:23:02;4,5;5;3,4;28,2;0
27/04/2022 09:38:07;4,5;5,1;3,5;28,6;0
27/04/2022 09:53:15;4,5;5,1;3,5;29;0
27/04/2022 10:08:42;4,5;5,3;3,6;29,3;0
27/04/2022 10:23:13;4,5;5,3;3,6;29,7;0
27/04/2022 10:38:15;4,4;5,3;3,6;30,3;0
27/04/2022 10:53:23;4,4;5,4;3,7;30,6;0
27/04/2022 11:08:13;4,4;5,6;3,8;31,1;0
27/04/2022 11:23:01;4,2;5,4;3,7;31,6;0
27/04/2022 11:38:03;4,2;5,4;3,7;32;0
27/04/2022 11:53:14;4,2;5,6;3,8;32,7;0
27/04/2022 12:08:02;4,2;5,7;3,9;33,3;0
27/04/2022 12:23:12;4,1;5,6;3,8;33,1;0
27/04/2022 12:38:11;4,2;5,7;3,9;33,5;0
27/04/2022 12:53:52;4,2;5,7;3,9;33,5;0
27/04/2022 13:08:22;4,2;5,9;4;33,7;0
27/04/2022 13:23:22;4,2;5,9;4;34,1;0
27/04/2022 13:38:24;4,2;5,9;4;33,7;0
27/04/2022 13:53:25;4,1;5,7;3,9;34;0
27/04/2022 14:08:15;4,2;6;4,1;34,3;0
27/04/2022 14:23:29;4,1;6;4,1;34,9;0
27/04/2022 14:38:16;4,1;6;4,1;35,2;0
27/04/2022 14:53:01;4,1;6,1;4,2;35,7;0
27/04/2022 15:08:13;4,1;6,1;4,2;35,6;0
27/04/2022 15:23:00;4,1;6,1;4,2;35,9;0
27/04/2022 15:38:55;4,1;6,3;4,3;36,5;0,1
27/04/2022 15:53:30;4,1;6,3;4,3;36,5;0,1
27/04/2022 16:08:12;4,1;6,3;4,3;36,4;0,1
27/04/2022 16:23:18;4,1;6,3;4,3;36,7;0,1
27/04/2022 16:38:02;4,2;6,4;4,4;36,5;0,1
27/04/2022 16:53:06;4,2;6,4;4,4;36,6;0,1
27/04/2022 17:08:19;4,2;6,4;4,4;36,3;0,1
27/04/2022 17:23:29;4,2;6,3;4,3;35,9;0,1
27/04/2022 17:38:25;4,4;6,6;4,5;35,7;0,1
27/04/2022 17:53:23;4,4;6,6;4,5;35,7;0,1
27/04/2022 18:08:15;4,4;6,4;4,4;35,3;0,1
27/04/2022 18:23:11;4,4;6,4;4,4;34,9;0,1
27/04/2022 18:38:18;4,5;6,4;4,4;34,3;0,1
27/04/2022 18:53:12;4,5;6,4;4,4;34,4;0,1
27/04/2022 19:08:14;4,5;6,4;4,4;34,4;0,1
27/04/2022 19:23:16;4,5;6,4;4,4;34,5;0,1
27/04/2022 19:38:13;4,5;6,4;4,4;34,4;0,1
27/04/2022 19:53:16;4,7;6,6;4,5;34;0,1
27/04/2022 20:08:15;4,5;6,3;4,3;34;0,1
27/04/2022 20:23:18;4,5;6,3;4,3;33,8;0,1
27/04/2022 20:38:16;4,7;6,4;4,4;33,7;0,1
27/04/2022 20:53:21;4,7;6,4;4,4;33,6;0,1
27/04/2022 21:08:21;4,7;6,4;4,4;33,7;0,1
27/04/2022 21:23:25;4,7;6,4;4,4;33,7;0,1
27/04/2022 21:38:28;4,7;6,4;4,4;33,7;0,1
27/04/2022 21:53:05;4,7;6,4;4,4;33,5;0,1
27/04/2022 22:08:30;4,7;6,4;4,4;33,3;0,1
27/04/2022 22:23:25;4,7;6,3;4,3;32,9;0,1
27/04/2022 22:38:13;4,7;6,1;4,2;32,5;0
27/04/2022 22:53:04;4,9;6,3;4,3;32;0
27/04/2022 23:08:06;4,9;6,3;4,3;31,5;0
27/04/2022 23:23:05;4,9;6,1;4,2;31,2;0
27/04/2022 23:38:01;4,9;6,1;4,2;30,9;0
27/04/2022 23:53:01;4,8;5,9;4;30,5;0
28/04/2022 00:08:08;5;6,1;4,2;30,4;0
28/04/2022 00:23:23;4,8;5,9;4;30,2;0
28/04/2022 00:38:25;5;6;4,1;29,8;0
28/04/2022 00:53:24;5;5,9;4;29,6;0
28/04/2022 01:08:22;5;5,9;4;29,5;0
28/04/2022 01:23:21;5;5,7;3,9;28,8;0
28/04/2022 01:38:23;5;5,7;3,9;28,7;0
28/04/2022 01:53:26;5;5,6;3,8;28,3;0
28/04/2022 02:08:26;5;5,6;3,8;28,2;0
28/04/2022 02:23:26;5;5,6;3,8;27,9;0
28/04/2022 02:38:27;5;5,4;3,7;27,8;0
28/04/2022 02:53:25;5;5,4;3,7;27,6;0
28/04/2022 03:08:03;5;5,6;3,8;27,9;0
28/04/2022 03:23:03;5;5,4;3,7;27,6;0
28/04/2022 03:38:01;5;5,4;3,7;27,6;0
28/04/2022 03:53:03;5;5,4;3,7;27,5;0
28/04/2022 04:08:00;5;5,4;3,7;27,5;0
28/04/2022 04:23:04;5;5,4;3,7;27,3;0
28/04/2022 04:38:00;5;5,4;3,7;27,2;0
28/04/2022 04:53:03;5;5,4;3,7;27,3;0
28/04/2022 05:08:06;5;5,4;3,7;27,2;0
28/04/2022 05:23:02;5;5,3;3,6;27,1;0
28/04/2022 05:38:01;4,8;5,1;3,5;27,1;0
28/04/2022 05:53:01;5;5,3;3,6;26,8;0
28/04/2022 06:08:08;4,8;5;3,4;26,8;0
28/04/2022 06:23:20;4,8;5,1;3,5;26,9;0
28/04/2022 06:38:13;5;5,3;3,6;26,6;0
28/04/2022 06:53:19;4,8;5;3,4;26,5;0
28/04/2022 07:08:14;5;5,1;3,5;26,4;0
28/04/2022 07:23:09;5;5,1;3,5;26,1;0
28/04/2022 07:38:06;4,8;5;3,4;26,4;0
28/04/2022 07:53:09;4,8;5;3,4;26,7;0
28/04/2022 08:07:59;4,8;5,1;3,5;27;0
28/04/2022 08:23:02;4,8;5,3;3,6;27,6;0
28/04/2022 08:38:19;4,8;5,3;3,6;27,6;0
28/04/2022 08:53:16;4,7;5,3;3,6;28,2;0
28/04/2022 09:08:06;4,7;5,3;3,6;28,2;0
28/04/2022 09:23:14;4,5;5,1;3,5;28,7;0
28/04/2022 09:38:10;4,5;5,3;3,6;29,3;0
28/04/2022 09:53:17;4,5;5,3;3,6;29,8;0
28/04/2022 10:08:18;4,4;5,3;3,6;30,3;0
28/04/2022 10:23:16;4,4;5,4;3,7;30,6;0
28/04/2022 10:38:02;4,4;5,6;3,8;31,1;0
28/04/2022 10:53:24;4,4;5,6;3,8;31,4;0
28/04/2022 11:08:03;4,4;5,7;3,9;31,9;0
28/04/2022 11:23:19;4,4;5,7;3,9;32,1;0
28/04/2022 11:38:21;4,2;5,6;3,8;32,3;0
28/04/2022 11:53:08;4,2;5,7;3,9;33,1;0
28/04/2022 12:08:24;4,2;5,6;3,8;32,9;0
28/04/2022 12:23:24;4,2;5,7;3,9;33,3;0
28/04/2022 12:38:12;4,2;5,7;3,9;33,3;0
28/04/2022 12:53:19;4,2;5,9;4;33,7;0
28/04/2022 13:08:15;4,2;5,7;3,9;33,5;0
28/04/2022 13:23:19;4,2;5,9;4;33,7;0
28/04/2022 13:38:24;4,2;5,9;4;33,7;0
28/04/2022 13:53:15;4,2;5,9;4;34,1;0
28/04/2022 14:08:26;4,2;5,9;4;34,1;0
28/04/2022 14:23:00;4,2;6;4,1;34,6;0
28/04/2022 14:38:05;4,2;6,1;4,2;35,1;0
28/04/2022 14:53:30;4,2;6,1;4,2;35,5;0
28/04/2022 15:08:12;4,2;6,3;4,3;35,6;0
28/04/2022 15:23:07;4,2;6,3;4,3;36;0
28/04/2022 15:38:04;4,1;6,3;4,3;36,2;0
28/04/2022 15:53:12;4,2;6,4;4,4;36,3;0
28/04/2022 16:08:10;4,2;6,4;4,4;36,3;0
28/04/2022 16:23:04;4,2;6,4;4,4;36,2;0
28/04/2022 16:38:15;4,2;6,4;4,4;36,2;0
28/04/2022 16:53:06;4,2;6,4;4,4;36,3;0,1
28/04/2022 17:08:41;4,2;6,4;4,4;36,2;0,1
28/04/2022 17:23:04;4,2;6,3;4,3;36;0,1
28/04/2022 17:38:16;4,2;6,3;4,3;36,1;0,1
28/04/2022 17:53:13;4,4;6,6;4,5;35,7;0,1
28/04/2022 18:08:10;4,4;6,4;4,4;35,3;0,1
28/04/2022 18:23:07;4,4;6,4;4,4;35,1;0,1
28/04/2022 18:38:24;4,4;6,3;4,3;34,7;0,1
28/04/2022 18:53:26;4,5;6,4;4,4;34,7;0,1
28/04/2022 19:08:01;4,5;6,4;4,4;34,6;0,1
28/04/2022 19:23:01;4,5;6,4;4,4;34,4;0,1
28/04/2022 19:38:06;4,5;6,3;4,3;34,1;0,1
28/04/2022 19:53:02;4,7;6,6;4,5;33,9;0
28/04/2022 20:08:12;4,7;6,4;4,4;33,7;0
28/04/2022 20:23:18;4,7;6,4;4,4;33,5;0
28/04/2022 20:38:09;4,7;6,4;4,4;33,3;0
28/04/2022 20:53:02;4,7;6,4;4,4;33,6;0
28/04/2022 21:08:14;4,7;6,4;4,4;33,3;0
28/04/2022 21:23:09;4,7;6,4;4,4;33,3;0
28/04/2022 21:38:09;4,7;6,3;4,3;32,9;0
28/04/2022 21:53:13;4,7;6,3;4,3;32,7;0
28/04/2022 22:08:10;4,7;6,1;4,2;32,4;0
28/04/2022 22:23:00;4,7;6,1;4,2;32,3;0
28/04/2022 22:38:21;4,7;6,1;4,2;32;0
28/04/2022 22:53:10;4,9;6,3;4,3;31,7;0
28/04/2022 23:08:20;4,9;6,1;4,2;31,4;0
28/04/2022 23:23:13;4,9;6,1;4,2;31,1;0
28/04/2022 23:38:09;4,9;6,1;4,2;30,9;0
28/04/2022 23:53:11;4,8;5,9;4;30,7;0
29/04/2022 00:08:02;4,8;5,9;4;30,5;0
29/04/2022 00:23:11;4,8;5,7;3,9;29,8;0
29/04/2022 00:38:08;5;5,9;4;29,3;0
29/04/2022 00:53:19;5;5,9;4;29,3;0
29/04/2022 01:08:20;5;5,7;3,9;28,7;0
29/04/2022 01:23:18;5;5,6;3,8;28,4;0
29/04/2022 01:38:15;5;5,4;3,7;27,8;0
29/04/2022 01:53:14;5,2;5,7;3,9;27,6;0
29/04/2022 02:08:15;5,1;5,4;3,7;27,3;0
29/04/2022 02:23:20;5,1;5,4;3,7;27,1;0
29/04/2022 02:38:18;5,1;5,4;3,7;26,9;0
29/04/2022 02:53:23;5,1;5,3;3,6;26,5;0
29/04/2022 03:08:22;5,1;5,3;3,6;26,5;0
29/04/2022 03:23:18;5,1;5,3;3,6;26,5;0
29/04/2022 03:38:22;5,1;5,3;3,6;26,4;0
29/04/2022 03:53:17;5;5,1;3,5;26,3;0
29/04/2022 04:08:17;5,1;5,3;3,6;26,2;0
29/04/2022 04:23:14;5,1;5,1;3,5;26;0
29/04/2022 04:38:15;5,1;5,1;3,5;25,8;0
29/04/2022 04:53:22;5,1;5,1;3,5;25,7;0
29/04/2022 05:08:16;5,1;5,1;3,5;25,5;0
29/04/2022 05:23:14;5,1;5,1;3,5;25,4;0
29/04/2022 05:38:14;5,1;5;3,4;25,1;0
29/04/2022 05:53:16;5,1;4,8;3,3;24,5;0
29/04/2022 06:08:26;5,1;4,8;3,3;24,5;0
29/04/2022 06:23:20;5,1;4,8;3,3;24,4;0
29/04/2022 06:38:16;5,1;4,8;3,3;24,3;0
29/04/2022 06:53:18;5,1;4,8;3,3;24,3;0
29/04/2022 07:08:24;5;4,8;3,3;24,9;0
29/04/2022 07:23:16;5;5;3,4;25,3;0
29/04/2022 07:38:09;5;4,8;3,3;25;0
29/04/2022 07:53:22;5;5;3,4;25,4;0
29/04/2022 08:08:28;4,8;4,8;3,3;25,7;0
29/04/2022 08:23:09;4,8;4,8;3,3;26;0
29/04/2022 08:38:40;4,7;4,8;3,3;26,5;0
29/04/2022 08:53:30;4,7;5;3,4;27,1;0
29/04/2022 09:08:24;4,7;5,1;3,5;27,5;0
29/04/2022 09:23:16;4,5;5;3,4;28,2;0
29/04/2022 09:38:26;4,5;5,1;3,5;28,9;0
29/04/2022 09:53:13;4,5;5,3;3,6;29,4;0
29/04/2022 10:08:12;4,4;5,3;3,6;29,9;0
29/04/2022 10:23:03;4,4;5,3;3,6;30,4;0
29/04/2022 10:38:30;4,4;5,4;3,7;30,9;0
29/04/2022 10:53:18;4,4;5,6;3,8;31,6;0
29/04/2022 11:08:24;4,4;5,7;3,9;31,9;0
29/04/2022 11:23:08;4,2;5,6;3,8;32,3;0
29/04/2022 11:38:54;4,2;5,6;3,8;32,5;0
29/04/2022 11:53:07;4,2;5,6;3,8;32,8;0
29/04/2022 12:08:05;4,2;5,6;3,8;32,8;0
29/04/2022 12:23:05;4,2;5,7;3,9;33,5;0
29/04/2022 12:38:23;4,2;5,7;3,9;33,3;0
29/04/2022 12:53:02;4,2;5,7;3,9;33,4;0
29/04/2022 13:08:00;4,2;5,7;3,9;33,5;0
29/04/2022 13:23:18;4,2;5,9;4;33,8;0
29/04/2022 13:38:20;4,2;6;4,1;34,4;0
29/04/2022 13:53:12;4,2;6;4,1;34,3;0
29/04/2022 14:08:00;4,2;6;4,1;34,4;0
29/04/2022 14:23:05;4,2;6;4,1;34,6;0
29/04/2022 14:38:03;4,2;6;4,1;34,8;0
29/04/2022 14:53:06;4,2;6,1;4,2;35;0
29/04/2022 15:08:15;4,2;6,1;4,2;35,4;0
29/04/2022 15:23:06;4,2;6,3;4,3;35,8;0
29/04/2022 15:38:33;4,2;6,3;4,3;35,9;0
29/04/2022 15:53:02;4,2;6,4;4,4;36,2;0
29/04/2022 16:08:31;4,2;6,3;4,3;36,1;0
29/04/2022 16:23:25;4,2;6,4;4,4;36,2;0
29/04/2022 16:38:20;4,2;6,3;4,3;36;0
29/04/2022 16:53:15;4,2;6,3;4,3;35,7;0
29/04/2022 17:08:16;4,4;6,6;4,5;35,7;0
29/04/2022 17:23:05;4,4;6,4;4,4;35,4;0
29/04/2022 17:38:30;4,4;6,4;4,4;35,2;0
29/04/2022 17:53:13;4,4;6,4;4,4;35,1;0
29/04/2022 18:08:37;4,4;6,3;4,3;34,8;0
29/04/2022 18:23:32;4,5;6,4;4,4;34,3;0
29/04/2022 18:38:20;4,5;6,4;4,4;34,3;0
29/04/2022 18:53:13;4,5;6,4;4,4;34,4;0
29/04/2022 19:08:27;4,5;6,4;4,4;34,6;0
29/04/2022 19:23:27;4,5;6,4;4,4;34,6;0
29/04/2022 19:38:32;4,5;6,4;4,4;34,5;0
29/04/2022 19:53:26;4,5;6,4;4,4;34,5;0
29/04/2022 20:08:21;4,5;6,4;4,4;34,3;0
29/04/2022 20:23:18;4,5;6,3;4,3;33,9;0
29/04/2022 20:38:17;4,7;6,4;4,4;33,7;0
29/04/2022 20:53:15;4,7;6,4;4,4;33,4;0
29/04/2022 21:08:17;4,7;6,3;4,3;33,1;0
29/04/2022 21:23:21;4,7;6,3;4,3;32,7;0
29/04/2022 21:38:22;4,7;6,3;4,3;32,6;0
29/04/2022 21:53:20;4,9;6,4;4,4;32,3;0
29/04/2022 22:08:13;4,9;6,3;4,3;31,9;0
29/04/2022 22:23:22;4,9;6,3;4,3;31,6;0
29/04/2022 22:38:20;4,9;6,1;4,2;31,2;0
29/04/2022 22:53:14;4,9;6,1;4,2;30,9;0
29/04/2022 23:08:23;4,8;5,9;4;30,6;0
29/04/2022 23:23:21;4,8;5,9;4;30,4;0
29/04/2022 23:38:15;5;6;4,1;30,1;0
29/04/2022 23:53:14;5;6;4,1;29,8;0
30/04/2022 00:08:00;5;5,9;4;29,4;0
30/04/2022 00:23:05;5;5,9;4;29,4;0
30/04/2022 00:38:00;5;5,9;4;29,3;0
30/04/2022 00:53:31;5;5,7;3,9;29;0
30/04/2022 01:08:05;5;5,7;3,9;28,8;0
30/04/2022 01:23:31;5;5,7;3,9;28,6;0
30/04/2022 01:38:01;5;5,6;3,8;28,2;0
30/04/2022 01:53:01;5;5,4;3,7;27,8;0
30/04/2022 02:08:30;5,1;5,4;3,7;27;0
30/04/2022 02:23:02;5,1;5,3;3,6;26,6;0
30/04/2022 02:38:02;5,1;5,3;3,6;26,2;0
30/04/2022 02:53:02;5,1;5,1;3,5;26;0
30/04/2022 03:08:21;5,1;5,1;3,5;25,8;0
30/04/2022 03:23:18;5,1;5,1;3,5;25,6;0
30/04/2022 03:38:21;5,1;5,1;3,5;25,5;0
30/04/2022 03:53:22;5,1;5,1;3,5;25,5;0
30/04/2022 04:08:22;5,1;5,1;3,5;25,5;0
30/04/2022 04:23:34;5,3;5,1;3,5;24,6;0
30/04/2022 04:38:31;5,1;5;3,4;24,6;0
30/04/2022 04:53:06;5,1;4,8;3,3;24,1;0
30/04/2022 05:08:15;5,1;4,7;3,2;23,7;0
30/04/2022 05:23:25;5,3;4,8;3,3;23,4;0
30/04/2022 05:38:20;5,3;4,8;3,3;23,4;0
30/04/2022 05:53:22;5,3;4,8;3,3;23,2;0
30/04/2022 06:08:29;5,3;4,8;3,3;23;0
30/04/2022 06:23:16;5,3;4,7;3,2;22,9;0
30/04/2022 06:38:11;5,3;4,7;3,2;22,9;0
30/04/2022 06:53:15;5,3;4,7;3,2;22,8;0
30/04/2022 07:08:17;5,1;4,5;3,1;22,8;0
30/04/2022 07:23:21;5,1;4,5;3,1;22,9;0
30/04/2022 07:38:17;5,1;4,7;3,2;23,5;0
30/04/2022 07:53:14;5;4,7;3,2;24;0
30/04/2022 08:08:16;5;4,8;3,3;24,7;0
30/04/2022 08:23:11;5;4,8;3,3;24,9;0
30/04/2022 08:38:19;4,8;4,8;3,3;25,7;0
30/04/2022 08:53:14;4,8;5;3,4;26,6;0
30/04/2022 09:08:14;4,7;5;3,4;27;0
30/04/2022 09:23:15;4,7;5,1;3,5;27,5;0
30/04/2022 09:38:30;4,5;5;3,4;28,1;0
30/04/2022 09:53:27;4,4;5;3,4;28,7;0
30/04/2022 10:08:33;4,4;5,1;3,5;29,2;0
30/04/2022 10:23:29;4,4;5,1;3,5;29,2;0
30/04/2022 10:38:00;4,4;5,3;3,6;29,8;0
30/04/2022 10:53:30;4,4;5,3;3,6;30,4;0
30/04/2022 11:08:01;4,2;5,1;3,5;30,7;0
30/04/2022 11:23:30;4,2;5,3;3,6;31,1;0
30/04/2022 11:38:28;4,2;5,3;3,6;31,4;0
30/04/2022 11:53:32;4,2;5,4;3,7;31,6;0
30/04/2022 12:08:29;4,2;5,4;3,7;32;0
30/04/2022 12:23:04;4,2;5,4;3,7;32,2;0
30/04/2022 12:38:01;4,2;5,6;3,8;32,6;0
30/04/2022 12:53:01;4,2;5,6;3,8;32,7;0
30/04/2022 13:08:28;4,2;5,6;3,8;32,7;0
30/04/2022 13:23:08;4,1;5,6;3,8;33,2;0
30/04/2022 13:38:30;4,1;5,6;3,8;33,1;0
30/04/2022 13:53:00;4,1;5,6;3,8;33,2;0
30/04/2022 14:08:32;4,2;5,7;3,9;33,4;0
30/04/2022 14:23:34;4,2;5,7;3,9;33,5;0
30/04/2022 14:38:04;4,2;5,9;4;33,8;0
30/04/2022 14:53:33;4,2;5,9;4;33,8;0
30/04/2022 15:08:00;4,2;5,9;4;33,9;0
30/04/2022 15:23:03;4,2;5,9;4;33,8;0
30/04/2022 15:38:04;4,2;5,9;4;33,9;0
30/04/2022 15:53:29;4,2;5,9;4;34,1;0
30/04/2022 16:08:31;4,2;5,9;4;34;0
30/04/2022 16:23:28;4,2;5,9;4;34;0
30/04/2022 16:38:02;4,2;5,9;4;33,9;0
30/04/2022 16:53:07;4,2;5,9;4;33,7;0
30/04/2022 17:08:06;4,2;5,9;4;33,7;0
30/04/2022 17:23:08;4,4;6;4,1;33,6;0
30/04/2022 17:38:07;4,4;6;4,1;33,4;0
30/04/2022 17:53:02;4,4;6;4,1;33,2;0
30/04/2022 18:08:07;4,4;6;4,1;33,1;0
30/04/2022 18:23:04;4,4;5,9;4;32,9;0
30/04/2022 18:38:03;4,5;6;4,1;32,7;0
30/04/2022 18:53:30;4,5;6;4,1;32,8;0
30/04/2022 19:08:03;4,5;6;4,1;32,8;0
30/04/2022 19:23:05;4,5;6;4,1;32,7;0
30/04/2022 19:38:29;4,5;6;4,1;32,6;0
30/04/2022 19:53:12;4,5;6;4,1;32,5;0
30/04/2022 20:08:15;4,5;5,9;4;32,2;0
30/04/2022 20:23:13;4,5;5,9;4;32;0
30/04/2022 20:38:11;4,5;5,7;3,9;31,8;0
30/04/2022 20:53:13;4,7;6;4,1;31,6;0
30/04/2022 21:08:09;4,7;5,9;4;31,3;0
30/04/2022 21:23:08;4,7;5,9;4;30,8;0
30/04/2022 21:38:11;4,7;5,7;3,9;30,4;0
30/04/2022 21:53:05;4,7;5,7;3,9;30,1;0
30/04/2022 22:08:13;4,8;5,7;3,9;29,9;0
30/04/2022 22:23:15;4,7;5,6;3,8;29,7;0
30/04/2022 22:38:14;4,8;5,6;3,8;29,5;0
30/04/2022 22:53:14;4,8;5,6;3,8;29,3;0
30/04/2022 23:08:13;4,8;5,6;3,8;29;0
30/04/2022 23:23:13;4,8;5,6;3,8;28,9;0
30/04/2022 23:38:14;4,8;5,4;3,7;28,7;0
30/04/2022 23:53:11;4,8;5,4;3,7;28,5;0
01/05/2022 00:08:26;4,8;5,4;3,7;28,5;0
01/05/2022 00:23:03;4,8;5,3;3,6;28;0
01/05/2022 00:38:27;5;5,4;3,7;27,3;0
01/05/2022 00:53:02;4,8;5,1;3,5;27,1;0
01/05/2022 01:08:23;5;5,1;3,5;26,2;0
01/05/2022 01:23:28;5;5,1;3,5;26;0
01/05/2022 01:38:26;5;5,1;3,5;25,9;0
01/05/2022 01:53:29;5;5;3,4;25,5;0
01/05/2022 02:08:25;5,1;5;3,4;25,1;0
01/05/2022 02:23:02;5,1;5;3,4;24,9;0
01/05/2022 02:38:35;5,1;5;3,4;24,6;0
01/05/2022 02:53:01;5;5;3,4;25,1;0
01/05/2022 03:08:10;5,1;4,8;3,3;23,9;0
01/05/2022 03:23:07;5,1;4,8;3,3;24;0
01/05/2022 03:38:06;5,1;4,7;3,2;23,7;0
01/05/2022 03:53:01;5,1;4,7;3,2;23,3;0
01/05/2022 04:08:03;5,1;4,7;3,2;23,3;0
01/05/2022 04:23:06;5,1;4,5;3,1;23;0
01/05/2022 04:38:03;5,1;4,5;3,1;22,8;0
01/05/2022 04:53:05;5,1;4,5;3,1;22,6;0
01/05/2022 05:08:02;5,1;4,4;3;22,3;0
01/05/2022 05:23:12;5,1;4,4;3;22,1;0
01/05/2022 05:38:06;5,1;4,4;3;21,8;0
01/05/2022 05:53:11;5,1;4,4;3;21,6;-0,1
01/05/2022 06:08:07;5,1;4,2;2,9;21,4;-0,1
01/05/2022 06:23:06;5,1;4,2;2,9;21,3;-0,1
01/05/2022 06:38:03;5,1;4,2;2,9;21,1;-0,1
01/05/2022 06:53:04;5,1;4,2;2,9;20,9;-0,1
01/05/2022 07:08:04;5,1;4,2;2,9;20,9;-0,1
01/05/2022 07:23:02;5,1;4,2;2,9;20,9;-0,1
01/05/2022 07:38:05;5,1;4,2;2,9;21,3;-0,1
01/05/2022 07:53:00;5,1;4,4;3;22,1;-0,1
01/05/2022 08:08:04;5;4,5;3,1;22,9;-0,1
01/05/2022 08:23:00;4,8;4,5;3,1;23,9;-0,1
01/05/2022 08:38:05;4,8;4,7;3,2;24,6;-0,1
01/05/2022 08:53:11;4,7;4,7;3,2;25,3;0
01/05/2022 09:08:08;4,7;4,8;3,3;26;0
01/05/2022 09:23:23;4,7;4,8;3,3;26,6;0
01/05/2022 09:38:24;4,5;4,8;3,3;27,1;0
01/05/2022 09:53:32;4,5;4,8;3,3;27,6;0
01/05/2022 10:08:29;4,4;5;3,4;28,3;0
01/05/2022 10:23:24;4,4;5;3,4;28,6;0
01/05/2022 10:38:27;4,2;4,8;3,3;29,2;0
01/05/2022 10:53:26;4,2;5;3,4;29,7;0
01/05/2022 11:08:26;4,2;5;3,4;30;0
01/05/2022 11:23:23;4,2;5,1;3,5;30,5;0
01/05/2022 11:38:26;4;5;3,4;31,3;0
01/05/2022 11:53:22;4;5,1;3,5;31,9;0
01/05/2022 12:08:27;4,1;5,4;3,7;32,4;0
01/05/2022 12:23:27;4;5,1;3,5;32,1;0
01/05/2022 12:38:25;4,1;5,4;3,7;32,6;0
01/05/2022 12:53:29;3,9;5,3;3,6;33;0
01/05/2022 13:08:25;4,1;5,4;3,7;32,6;0
01/05/2022 13:23:30;4,1;5,6;3,8;33,2;0
01/05/2022 13:38:00;4,1;5,6;3,8;33,3;0
01/05/2022 13:53:24;4,1;5,6;3,8;33,5;0
01/05/2022 14:08:29;4,1;5,7;3,9;33,7;0
01/05/2022 14:23:28;3,9;5,4;3,7;34,1;0
01/05/2022 14:38:26;4,1;5,7;3,9;33,9;0
01/05/2022 14:53:28;4,1;5,7;3,9;34;0
